2019-09-04 21:15:05.618 | INFO     | __main__:Main:238 - Program Start.
2019-09-04 21:15:05.620 | INFO     | __main__:Main:239 - csv2qbo.py
2019-09-04 21:15:05.622 | INFO     | __main__:Main:243 - ...checking download directory...
2019-09-04 21:15:05.627 | DEBUG    | __main__:Main:246 - 090258_Checking_Transactions_20190107-195212.csv
2019-09-04 21:15:05.629 | DEBUG    | __main__:Main:246 - BankDepositsStatement-20190903-034925PM.csv
2019-09-04 21:15:05.631 | DEBUG    | __main__:Main:246 - Coinbase-533abce993be6498e5000366-TaxTransactionsReport-2019-03-11-22_21_35.csv
2019-09-04 21:15:05.635 | DEBUG    | __main__:Main:246 - Coinbase-BATWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:05.637 | DEBUG    | __main__:Main:246 - Coinbase-BCHWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:05.639 | DEBUG    | __main__:Main:246 - Coinbase-BitcoinWallet-TaxReport-2019-03-11-22_20_00.csv
2019-09-04 21:15:05.641 | DEBUG    | __main__:Main:246 - Coinbase-BSVWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:05.644 | DEBUG    | __main__:Main:246 - Coinbase-Conrad'sVault-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:05.645 | DEBUG    | __main__:Main:246 - Coinbase-ETCWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:05.647 | DEBUG    | __main__:Main:246 - Coinbase-Ethericwallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:05.651 | DEBUG    | __main__:Main:246 - Coinbase-ETHWallet-TaxReport-2019-03-11-22_20_00.csv
2019-09-04 21:15:05.656 | DEBUG    | __main__:Main:246 - Coinbase-LTCWallet-TaxReport-2019-03-11-22_20_00.csv
2019-09-04 21:15:05.659 | DEBUG    | __main__:Main:246 - Coinbase-USDCWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:05.666 | DEBUG    | __main__:Main:246 - Coinbase-XRPWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:05.669 | DEBUG    | __main__:Main:246 - Coinbase-ZECWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:05.672 | DEBUG    | __main__:Main:246 - Coinbase-ZRXWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:05.675 | DEBUG    | __main__:Main:246 - contacts.csv
2019-09-04 21:15:05.676 | DEBUG    | __main__:Main:246 - DailyDeposits-20190228-103014AM.csv
2019-09-04 21:15:05.677 | DEBUG    | __main__:Main:246 - download(1).csv
2019-09-04 21:15:05.678 | DEBUG    | __main__:Main:246 - download(2).csv
2019-09-04 21:15:05.679 | DEBUG    | __main__:Main:246 - download(3).csv
2019-09-04 21:15:05.681 | DEBUG    | __main__:Main:246 - Reports-04-08-2019-00_00_00-to-04-08-2019-23_59_59.csv
2019-09-04 21:15:05.684 | DEBUG    | __main__:Main:246 - Reports-05-06-2019-00_00_00-to-05-09-2019-23_59_59.csv
2019-09-04 21:15:05.686 | ERROR    | __main__:read_csv_file:91 - Error in reading C:\Users\Conrad/Downloads/download.csv
2019-09-04 21:15:05.688 | WARNING  | __main__:read_csv_file:92 - [Errno 2] No such file or directory: 'C:\\Users\\Conrad/Downloads/download.csv'
2019-09-04 21:15:05.690 | INFO     | __main__:Main:252 - File not yet found C:\Users\Conrad/Downloads/download.csv. sleeping 10 seconds...
2019-09-04 21:15:15.691 | INFO     | __main__:Main:243 - ...checking download directory...
2019-09-04 21:15:15.691 | DEBUG    | __main__:Main:246 - 090258_Checking_Transactions_20190107-195212.csv
2019-09-04 21:15:15.691 | DEBUG    | __main__:Main:246 - BankDepositsStatement-20190903-034925PM.csv
2019-09-04 21:15:15.691 | DEBUG    | __main__:Main:246 - Coinbase-533abce993be6498e5000366-TaxTransactionsReport-2019-03-11-22_21_35.csv
2019-09-04 21:15:15.691 | DEBUG    | __main__:Main:246 - Coinbase-BATWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:15.691 | DEBUG    | __main__:Main:246 - Coinbase-BCHWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:15.691 | DEBUG    | __main__:Main:246 - Coinbase-BitcoinWallet-TaxReport-2019-03-11-22_20_00.csv
2019-09-04 21:15:15.691 | DEBUG    | __main__:Main:246 - Coinbase-BSVWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:15.691 | DEBUG    | __main__:Main:246 - Coinbase-Conrad'sVault-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:15.691 | DEBUG    | __main__:Main:246 - Coinbase-ETCWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:15.691 | DEBUG    | __main__:Main:246 - Coinbase-Ethericwallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:15.691 | DEBUG    | __main__:Main:246 - Coinbase-ETHWallet-TaxReport-2019-03-11-22_20_00.csv
2019-09-04 21:15:15.691 | DEBUG    | __main__:Main:246 - Coinbase-LTCWallet-TaxReport-2019-03-11-22_20_00.csv
2019-09-04 21:15:15.707 | DEBUG    | __main__:Main:246 - Coinbase-USDCWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:15.707 | DEBUG    | __main__:Main:246 - Coinbase-XRPWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:15.707 | DEBUG    | __main__:Main:246 - Coinbase-ZECWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:15.707 | DEBUG    | __main__:Main:246 - Coinbase-ZRXWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 21:15:15.707 | DEBUG    | __main__:Main:246 - contacts.csv
2019-09-04 21:15:15.707 | DEBUG    | __main__:Main:246 - DailyDeposits-20190228-103014AM.csv
2019-09-04 21:15:15.707 | DEBUG    | __main__:Main:246 - download(1).csv
2019-09-04 21:15:15.707 | DEBUG    | __main__:Main:246 - download(2).csv
2019-09-04 21:15:15.707 | DEBUG    | __main__:Main:246 - download(3).csv
2019-09-04 21:15:15.707 | DEBUG    | __main__:Main:246 - Reports-04-08-2019-00_00_00-to-04-08-2019-23_59_59.csv
2019-09-04 21:15:15.707 | DEBUG    | __main__:Main:246 - Reports-05-06-2019-00_00_00-to-05-09-2019-23_59_59.csv
2019-09-04 21:15:15.707 | ERROR    | __main__:read_csv_file:91 - Error in reading C:\Users\Conrad/Downloads/download.csv
2019-09-04 21:15:15.707 | WARNING  | __main__:read_csv_file:92 - [Errno 2] No such file or directory: 'C:\\Users\\Conrad/Downloads/download.csv'
2019-09-04 21:15:15.707 | INFO     | __main__:Main:252 - File not yet found C:\Users\Conrad/Downloads/download.csv. sleeping 10 seconds...
2019-09-04 21:15:25.727 | INFO     | __main__:Main:243 - ...checking download directory...
2019-09-04 21:15:25.727 | DEBUG    | __main__:Main:246 - 090258_Checking_Transactions_20190107-195212.csv
2019-09-04 21:15:25.727 | DEBUG    | __main__:Main:246 - BankDepositsStatement-20190903-034925PM.csv
2019-09-04 21:15:25.727 | DEBUG    | __main__:Main:246 - Coinbase-533abce993be6498e5000366-TaxTransactionsReport-2019-03-11-22_21_35.csv
2019-09-04 21:15:25.727 | DEBUG    | __main__:Main:246 - Coinbase-BATWallet-TaxReport-2019-03-11-22_19_59.csv
