2019-09-04 22:22:32.220 | INFO     | __main__:Main:289 - Program Start.
2019-09-04 22:22:32.220 | INFO     | __main__:Main:290 - csv2qbo.py
2019-09-04 22:22:32.220 | INFO     | __main__:Main:294 - ...checking download directory...
2019-09-04 22:22:32.220 | DEBUG    | __main__:getFileList:241 - 090258_Checking_Transactions_20190107-195212.csv
2019-09-04 22:22:32.220 | DEBUG    | __main__:getFileList:241 - Coinbase-533abce993be6498e5000366-TaxTransactionsReport-2019-03-11-22_21_35.csv
2019-09-04 22:22:32.220 | DEBUG    | __main__:getFileList:241 - Coinbase-BATWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 22:22:32.220 | DEBUG    | __main__:getFileList:241 - Coinbase-BCHWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 22:22:32.220 | DEBUG    | __main__:getFileList:241 - Coinbase-BitcoinWallet-TaxReport-2019-03-11-22_20_00.csv
2019-09-04 22:22:32.236 | DEBUG    | __main__:getFileList:241 - Coinbase-BSVWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 22:22:32.236 | DEBUG    | __main__:getFileList:241 - Coinbase-Conrad'sVault-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 22:22:32.236 | DEBUG    | __main__:getFileList:241 - Coinbase-ETCWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 22:22:32.236 | DEBUG    | __main__:getFileList:241 - Coinbase-Ethericwallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 22:22:32.236 | DEBUG    | __main__:getFileList:241 - Coinbase-ETHWallet-TaxReport-2019-03-11-22_20_00.csv
2019-09-04 22:22:32.236 | DEBUG    | __main__:getFileList:241 - Coinbase-LTCWallet-TaxReport-2019-03-11-22_20_00.csv
2019-09-04 22:22:32.236 | DEBUG    | __main__:getFileList:241 - Coinbase-USDCWallet-TaxReport-2019-03-11-22_19_59.csv
2019-09-04 22:22:32.236 | DEBUG    | __main__:getFileList:241 - Coinbase-XRPWallet-TaxReport-2019-03-11-22_19_59.csv
